Date,Test,Sample,Treatment,Pathogen,Dilution,Count1,Count2,Count3,Count4,Count5,Count6,Count7,Count8,Count9,Count10
8/3/2018,Titanium,1,beef broth,MS2,5,4,4,4,4,2,5,3,2,2,4
8/3/2018,Titanium,2,beef broth,MS2,5,4,4,2,3,4,4,4,4,3,3
8/3/2018,Titanium,3,beef broth,MS2,5,2,5,7,3,2,5,3,4,4,5
8/3/2018,Titanium,control,filtered,P22,6,22,17,22,13,16,28,20,23,19,14
8/3/2018,Titanium,1,filtered,P22,6,8,17,14,10,20,16,17,28,23,13
8/3/2018,Titanium,2,filtered,P22,6,16,18,16,17,22,23,16,20,16,12
8/3/2018,Titanium,3,filtered,P22,6,9,15,11,12,23,17,14,16,15,25
8/3/2018,Titanium,control,beef broth,P22,6,12,12,10,12,10,12,19,12,8,10
8/3/2018,Titanium,1,beef broth,P22,6,11,9,8,16,8,17,11,12,7,9
8/3/2018,Titanium,2,beef broth,P22,6,9,13,10,14,11,11,6,6,7,14
8/3/2018,Titanium,3,beef broth,P22,6,11,10,10,10,11,10,10,10,12,15
9/27/2018,Titanium,control,filtered,phiX174,5,15,14,11,15,16,21,20,12,11,16
9/27/2018,Titanium,1,filtered,phiX174,5,17,14,24,18,19,16,13,22,24,25
9/27/2018,Titanium,2,filtered,phiX174,5,11,17,13,19,21,30,18,17,17,20
9/27/2018,Titanium,3,filtered,phiX174,5,10,10,10,11,10,11,19,14,19,21
9/27/2018,Titanium,control,beef broth,phiX174,5,12,16,8,13,10,18,14,11,13,15
9/27/2018,Titanium,1,beef broth,phiX174,5,13,14,7,16,13,10,11,7,13,7
9/27/2018,Titanium,2,beef broth,phiX174,5,14,13,10,7,11,11,8,7,8,12
9/27/2018,Titanium,3,beef broth,phiX174,5,14,15,7,14,6,16,12,12,13,7
9/27/2018,Titanium,control,filtered,fr,6,8,8,15,12,9,13,10,10,12,14
9/27/2018,Titanium,1,filtered,fr,5,7,19,12,19,9,15,10,11,10,16
9/27/2018,Titanium,2,filtered,fr,5,20,18,26,16,16,14,13,27,20,18
9/27/2018,Titanium,3,filtered,fr,5,14,16,18,14,10,8,20,19,14,12
9/27/2018,Titanium,control,beef broth,fr,6,5,6,5,6,6,9,11,7,12,6
9/27/2018,Titanium,1,beef broth,fr,5,24,28,32,40,50,29,42,26,44,28
9/27/2018,Titanium,2,beef broth,fr,5,28,24,32,23,15,30,32,41,24,19
9/27/2018,Titanium,3,beef broth,fr,5,52,40,50,42,28,27,36,30,29,31
8/2/2018,CCC-FeCl2-2mg,control,filtered,MS2,6,8,6,7,6,6,6,5,8,9,5
8/2/2018,CCC-FeCl2-2mg,1,filtered,MS2,4,15,22,15,15,22,18,13,12,15,20
8/2/2018,CCC-FeCl2-2mg,2,filtered,MS2,4,18,14,9,15,24,24,7,6,8,15
8/2/2018,CCC-FeCl2-2mg,3,filtered,MS2,4,19,32,30,33,18,22,24,22,21,28
8/2/2018,CCC-FeCl2-2mg,control,beef broth,MS2,5,29,30,18,23,22,24,23,18,18,19
8/2/2018,CCC-FeCl2-2mg,1,beef broth,MS2,3,30,21,25,35,35,24,28,31,26,30
8/2/2018,CCC-FeCl2-2mg,2,beef broth,MS2,3,30,21,25,26,30,35,35,24,28,31
8/2/2018,CCC-FeCl2-2mg,3,beef broth,MS2,4,8,8,7,9,8,7,7,6,5,4
8/2/2018,CCC-FeCl2-2mg,control,filtered,P22,6,24,18,23,19,20,14,18,18,31,21
8/2/2018,CCC-FeCl2-2mg,1,filtered,P22,2,2,3,2,4,5,3,3,1,4,2
8/2/2018,CCC-FeCl2-2mg,2,filtered,P22,2,2,5,3,3,4,3,3,7,5,4
8/2/2018,CCC-FeCl2-2mg,3,filtered,P22,2,5,3,4,4,6,4,4,3,3,3
8/2/2018,CCC-FeCl2-2mg,control,beef broth,P22,6,9,10,12,15,7,11,11,9,14,12
8/2/2018,CCC-FeCl2-2mg,1,beef broth,P22,2,1,2,5,2,3,1,3,1,1,1
8/2/2018,CCC-FeCl2-2mg,2,beef broth,P22,2,2,1,2,2,1,2,2,2,2,2
8/2/2018,CCC-FeCl2-2mg,3,beef broth,P22,2,2,1,1,2,1,1,1,1,1,2
8/1/2018,CCC-FeCl2-2mg,control,filtered,phiX174,5,27,23,24,20,20,22,17,15,18,21
8/1/2018,CCC-FeCl2-2mg,1,filtered,phiX174,5,10,13,15,12,14,20,20,11,10,12
8/1/2018,CCC-FeCl2-2mg,2,filtered,phiX174,5,13,13,21,12,19,12,16,10,8,12
8/1/2018,CCC-FeCl2-2mg,3,filtered,phiX174,5,9,11,15,10,10,14,17,12,11,17
8/1/2018,CCC-FeCl2-2mg,control,beef broth,phiX174,5,14,20,19,15,20,16,17,19,19,15
8/1/2018,CCC-FeCl2-2mg,1,beef broth,phiX174,5,6,10,15,9,8,12,12,7,12,6
8/1/2018,CCC-FeCl2-2mg,2,beef broth,phiX174,5,10,7,11,9,10,10,13,13,12,7
8/1/2018,CCC-FeCl2-2mg,3,beef broth,phiX174,5,8,6,10,6,7,8,8,10,13,17
10/17/2018,CCC-FeCl2-2mg,control,filtered,fr,5,29,40,28,43,51,30,50,49,41,42
10/17/2018,CCC-FeCl2-2mg,1,filtered,fr,2,6,4,4,3,5,4,4,2,3,3
10/17/2018,CCC-FeCl2-2mg,2,filtered,fr,3,9,26,22,22,18,22,14,23,17,19
10/17/2018,CCC-FeCl2-2mg,3,filtered,fr,3,9,10,15,8,7,18,11,14,14,11
10/17/2018,CCC-FeCl2-2mg,control,beef broth,fr,5,36,36,27,26,32,41,38,20,31,32
10/17/2018,CCC-FeCl2-2mg,1,beef broth,fr,2,6,6,7,9,9,6,5,11,7,10
10/17/2018,CCC-FeCl2-2mg,2,beef broth,fr,3,10,10,10,10,5,13,9,10,16,9
10/17/2018,CCC-FeCl2-2mg,3,beef broth,fr,2,40,33,68,45,27,67,50,53,37,50
8/2/2018,CCC-FeCl3-2mg,control,filtered,MS2,6,8,6,7,6,6,6,5,8,9,5
8/2/2018,CCC-FeCl3-2mg,1,filtered,MS2,5,10,12,20,17,18,26,28,19,18,10
8/2/2018,CCC-FeCl3-2mg,2,filtered,MS2,4,20,20,27,18,19,13,20,20,15,23
8/2/2018,CCC-FeCl3-2mg,3,filtered,MS2,5,13,8,7,7,7,7,7,10,8,13
8/2/2018,CCC-FeCl3-2mg,control,beef broth,MS2,5,29,30,18,23,22,24,23,18,18,19
8/2/2018,CCC-FeCl3-2mg,1,beef broth,MS2,5,8,9,11,13,11,10,9,6,15,8
8/2/2018,CCC-FeCl3-2mg,2,beef broth,MS2,5,12,14,10,16,12,12,13,15,14,12
8/2/2018,CCC-FeCl3-2mg,3,beef broth,MS2,5,22,18,17,20,13,22,15,17,21,17
8/2/2018,CCC-FeCl3-2mg,control,filtered,P22,6,24,18,23,19,20,14,18,18,31,21
8/2/2018,CCC-FeCl3-2mg,1,filtered,P22,6,6,5,7,7,7,6,5,5,6,5
8/2/2018,CCC-FeCl3-2mg,2,filtered,P22,5,8,8,8,11,11,6,8,8,11,14
8/2/2018,CCC-FeCl3-2mg,3,filtered,P22,6,5,6,5,6,5,3,5,6,6,4
8/2/2018,CCC-FeCl3-2mg,control,beef broth,P22,6,9,10,12,15,7,11,11,9,14,12
8/2/2018,CCC-FeCl3-2mg,1,beef broth,P22,6,6,4,7,7,6,5,6,6,7,6
8/2/2018,CCC-FeCl3-2mg,2,beef broth,P22,6,7,8,8,5,5,4,6,7,6,5
8/2/2018,CCC-FeCl3-2mg,3,beef broth,P22,6,8,6,7,5,5,6,5,5,5,8
8/1/2018,CCC-FeCl3-2mg,control,filtered,phiX174,5,27,23,24,20,20,22,17,15,18,21
8/1/2018,CCC-FeCl3-2mg,1,filtered,phiX174,5,13,17,19,18,16,17,15,13,12,12
8/1/2018,CCC-FeCl3-2mg,2,filtered,phiX174,5,14,12,9,11,12,10,16,10,11,13
8/1/2018,CCC-FeCl3-2mg,3,filtered,phiX174,5,9,10,11,14,12,14,10,10,11,6
8/1/2018,CCC-FeCl3-2mg,control,beef broth,phiX174,5,14,20,19,15,20,16,17,19,19,15
8/1/2018,CCC-FeCl3-2mg,1,beef broth,phiX174,5,19,18,13,23,20,17,22,16,10,16
8/1/2018,CCC-FeCl3-2mg,2,beef broth,phiX174,5,20,21,17,18,12,14,18,20,13,15
8/1/2018,CCC-FeCl3-2mg,3,beef broth,phiX174,5,22,21,17,14,14,20,20,18,15,21
10/17/2018,CCC-FeCl3-2mg,control,filtered,fr,5,52,40,43,51,45,42,42,66,39,79
10/17/2018,CCC-FeCl3-2mg,1,filtered,fr,4,48,66,37,58,47,30,68,45,42,61
10/17/2018,CCC-FeCl3-2mg,2,filtered,fr,5,6,5,5,5,6,6,9,7,7,7
10/17/2018,CCC-FeCl3-2mg,3,filtered,fr,5,9,9,10,7,9,9,13,12,8,12
10/17/2018,CCC-FeCl3-2mg,control,beef broth,fr,5,25,26,31,22,32,30,33,33,26,34
10/17/2018,CCC-FeCl3-2mg,1,beef broth,fr,5,30,22,19,30,36,17,24,34,21,30
10/17/2018,CCC-FeCl3-2mg,2,beef broth,fr,5,31,31,30,37,32,24,20,17,34,32
10/17/2018,CCC-FeCl3-2mg,3,beef broth,fr,5,29,46,48,38,24,39,21,37,26,24
